"psmid"|"early_articlesequence"|"latest_articlesequence"|"early_fulltitle"|"latest_fulltitle"|"early_aucomposed"|"latest_aucomposed"|"early_assetid"|"latest_assetid"|"atlashubuid"
"cho_sbca_1953-1969_0005_000_0000"|"34"|"34"|"Note on Appeals to the Judicial Committee of the Privy Council"|"Chapter 22 Images of the Commonwealth"|"J. E. S. Fawcett"|""|"GXMBDH887936926"|"GXMBDH887936926"|""
"cho_siax_1920-1923_0000_000_0000"|"1"|"1"|"I. Letter from M. Louis Dubois, former President of the Reparation Commission, published in the Paris Matin of the 20th September, 1924"|"Front Matter"|"Louis Dubois"|""|"LHUXYF020458427"|"SDPPBB955887491"|""
"cho_siax_1920-1923_0000_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"G. M. Gathorne-Hardy"|""|"BSQEOA805224349"|"SDPPBB955887491"|""
"cho_siax_1920-1923_0000_000_0000"|"1"|"1"|"Note by the Writer"|"Front Matter"|"A. J. T."|""|"BDQBRH172678789"|"SDPPBB955887491"|""
"cho_siax_1920-1923_0000_000_0000"|"3"|"3"|"3. Conference of San Remo, 19th-26th April, 1920"|"Preface"|""|"G. M. Gathorne-Hardy"|"GBAXBH714063208"|"GBAXBH714063208"|""
"cho_siax_1920-1923_0000_000_0000"|"4"|"4"|"14. Conference of Paris, 8th-13th August, 1921"|"Note by the Writer"|""|"A. J. T."|"ZCZAMR327751897"|"ZCZAMR327751897"|""
"cho_siax_1920-1923_0000_000_0000"|"41"|"41"|"(iii) The Rectification of Frontier between the Territories mandated to Great Britain and Belgium in East Africa"|"Appendices"|""|"Louis Dubois"|"YHIEHQ929294691"|"YHIEHQ929294691"|""
"cho_siax_1924_0000_000_0000"|"3"|"3"|"Front Matter"|"Preface"|""|"H. A. L. Fisher"|"ESQTLU977419425"|"ESQTLU977419425"|""
"cho_siax_1924_0000_000_0000"|"4"|"4"|"Preface"|"Note by the Writer"|"H. A. L. Fisher"|"A. J. T."|"ASDTHJ880054010"|"ASDTHJ880054010"|""
"cho_siax_1924_0000_000_0000"|"5"|"5"|"Note by the Writer"|"Contents"|"A. J. T."|""|"PAHEDI279397393"|"PAHEDI279397393"|""
"cho_siax_1925_0001_000_0000"|"1"|"1"|"I. Letter, dated the 24th November, 1923, addressed to his Excellency Ghāzī 'Ismet Pasha, Prime Minister of Turkey, at Angora, by his Highness the Agha Khan and the Right Honourable Sayyid Ameer Ali in London"|"Front Matter"|"Aga Khan"|""|"RCYZOW516151599"|"ATCWCZ343164767"|""
"cho_siax_1925_0001_000_0000"|"3"|"3"|"Front Matter"|"Preface"|""|"G. M. Gathorne-Hardy"|"IHTAEQ571986086"|"IHTAEQ571986086"|""
"cho_siax_1925_0001_000_0000"|"4"|"4"|"Preface"|"Acknowledgements by the Writer"|"G. M. Gathorne-Hardy"|"A. J. T."|"VQGNZX672334274"|"VQGNZX672334274"|""
"cho_siax_1925_0001_000_0000"|"5"|"5"|"Acknowledgements by the Writer"|"System of Transliteration"|"A. J. T."|""|"OBEFCW713307541"|"OBEFCW713307541"|""
"cho_siax_1925_0001_000_0000"|"32"|"32"|"Part III The Middle East"|"(vii) The Administration of the French Mandate for Syria and the Lebanon and of the British Mandate for Palestine"|""|"Leonard Stein"|"BXOAMI029343533"|"BXOAMI029343533"|""
"cho_siax_1925_0001_000_0000"|"40"|"40"|"(c) The Najdī-Hijāzī War (1924-5)"|"Appendices"|""|"Aga Khan / Ameer Ali"|"IFPXGY012196030"|"IFPXGY012196030"|""
"cho_siax_1925_0002_000_0000"|"3"|"3"|"Front Matter"|"Preface"|""|"G. M. Gathorne-Hardy"|"RKUEFZ015954086"|"RKUEFZ015954086"|""
"cho_siax_1925_0002_000_0000"|"4"|"4"|"Preface"|"Contents"|"G. M. Gathorne-Hardy"|""|"JQKIEO489219802"|"JQKIEO489219802"|""
"cho_siax_1926_0000_000_0000"|"1"|"1"|"(a) Dispatch to the Representatives of France, Italy, Serb-Croat-Slovene State, Rumania, Portugal, and Greece at London Respecting War Debts, 1st August, 1922 [the 'Balfour Note']"|"Front Matter"|"Balfour"|""|"WVBXKY730202139"|"MVIYQJ116120401"|""
"cho_siax_1926_0000_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"G. M. Gathorne-Hardy"|""|"HXBHLT034536668"|"MVIYQJ116120401"|""
"cho_siax_1926_0000_000_0000"|"3"|"3"|"(d) The Development of the Diplomatic Situation on the Eve of the Special Session of the League Assembly, Convened for the 6th March, 1926"|"Preface"|""|"G. M. Gathorne-Hardy"|"KCHKWQ254379429"|"KCHKWQ254379429"|""
"cho_siax_1928_0000_000_0000"|"3"|"3"|"Front Matter"|"Preface"|""|"G. M. Gathorne-Hardy"|"ZEBJQV399943369"|"ZEBJQV399943369"|""
"cho_siax_1928_0000_000_0000"|"4"|"4"|"Preface"|"Contents"|"G. M. Gathorne-Hardy"|""|"OPDVIC868435403"|"OPDVIC868435403"|""
"cho_siax_1930_0000_000_0000"|"3"|"3"|"Front Matter"|"Prefatory Note"|""|"Arnold J. Toynbee"|"VIGPOL454290326"|"VIGPOL454290326"|""
"cho_siax_1930_0000_000_0000"|"4"|"4"|"Prefatory Note"|"Contents"|"Arnold J. Toynbee"|""|"IDKSRM624220633"|"IDKSRM624220633"|""
"cho_siax_1930_0000_000_0000"|"39"|"39"|"Part V The American Continent"|"(i) World Economic Tendencies since the War"|""|"H. V. Hodson"|"QPYFUU252337345"|"QPYFUU252337345"|""
"cho_siax_1930_0000_000_0000"|"40"|"40"|"(i) Introduction"|"(ii) Conferences on Concerted Economic Action (Tariff Truce)"|""|"H. V. Hodson"|"ZMCNDD553630718"|"ZMCNDD553630718"|""
"cho_siax_1930_0000_000_0000"|"41"|"41"|"(ii) The Pan American Conference on Arbitration and Conciliation held at Washington from the 10th December, 1928, to the 6th January, 1929"|"(iii) The History of German Reparations: The Hague Conferences and the Bank for International Settlements"|""|"R. J. Stopford"|"JOZKXI445060639"|"JOZKXI445060639"|""
"cho_siax_1930_0000_000_0000"|"42"|"42"|"(iii) The Foreign Relations of Mexico, 1928-30"|"(iv) The German Economy and Reparations"|""|"J. Menken"|"ABNIFM240393575"|"ABNIFM240393575"|""
"cho_siax_1931_0000_000_0000"|"7"|"7"|"(a) The States of Mind"|"(ii) Nemesis: The Financial Outcome of the Post-War Years"|""|"H. V. Hodson"|"EJTPSE186365458"|"EJTPSE186365458"|""
"cho_siax_1931_0000_000_0000"|"17"|"17"|"(ii) Nemesis: The Financial Outcome of the Post-War Years"|"B. South-Eastern Europe"|"H. V. Hodson"|""|"BXRLMS195365073"|"BXRLMS195365073"|""
"cho_siax_1932_0000_000_0000"|"3"|"3"|"Front Matter"|"Prefatory Note"|""|"Arnold J. Toynbee"|"TFIPKN818953533"|"TFIPKN818953533"|""
"cho_siax_1932_0000_000_0000"|"4"|"4"|"Prefatory Note"|"Contents"|"Arnold J. Toynbee"|""|"JPIIMI878336192"|"JPIIMI878336192"|""
"cho_siax_1932_0000_000_0000"|"7"|"7"|"(i) Introduction"|"(ii) Tariffs and Exchange Control: The Struggle to Escape"|""|"H. V. Hodson"|"TYCTTZ377441322"|"TYCTTZ377441322"|""
"cho_siax_1932_0000_000_0000"|"8"|"8"|"(ii) Tariffs and Exchange Control: The Struggle to Escape"|"(iii) Debts and Defaults"|"H. V. Hodson"|"H. V. Hodson"|"NLKTJM509029599"|"NLKTJM509029599"|""
"cho_siax_1932_0000_000_0000"|"10"|"10"|"(b) The Universal Tariff War"|"(i) German Reparations and War Debts (1931-2)"|""|"R. J. Stopford"|"EOGVIG376966698"|"EOGVIG376966698"|""
"cho_siax_1932_0000_000_0000"|"11"|"11"|"(c) Exchange Control"|"(ii) Non-German Reparations"|""|"Jules Menken"|"BGSHKN130381276"|"BGSHKN130381276"|""
"cho_siax_1932_0000_000_0000"|"18"|"18"|"(iii) Debts and Defaults"|"(iii) Poland and Danzig (1926-32)"|"H. V. Hodson"|""|"SVPHAW538889586"|"SVPHAW538889586"|""
"cho_siax_1934_0000_000_0000"|"3"|"3"|"Front Matter"|"Prefatory Note"|""|"Arnold J. Toynbee"|"JNDURS065743060"|"JNDURS065743060"|""
"cho_siax_1934_0000_000_0000"|"4"|"4"|"Prefatory Note"|"Contents"|"Arnold J. Toynbee"|""|"RXEWID556034904"|"RXEWID556034904"|""
"cho_siax_1934_0000_000_0000"|"5"|"5"|"Contents"|"Part I World Economic Affairs"|""|"H. V. Hodson"|"XBUYBG336203208"|"XBUYBG336203208"|""
"cho_siax_1934_0000_000_0000"|"6"|"6"|"Part I World Economic Affairs"|"(i) Introduction"|"H. V. Hodson"|""|"QQEANA001716135"|"QQEANA001716135"|""
"cho_siax_1934_0000_000_0000"|"39"|"39"|"(i) The Balkan Pact and the Position of Bulgaria"|"Part IV The Far East"|""|"G. E. Hubbard"|"PSIPSU894122422"|"PSIPSU894122422"|""
"cho_siax_1934_0000_000_0000"|"44"|"44"|"Part IV The Far East"|"(v) Russo-Japanese Relations"|"G. E. Hubbard"|""|"BNADNW001764010"|"BNADNW001764010"|""
"cho_siax_1935_0001_000_0000"|"1"|"1"|"Part II The Far East"|"Front Matter"|"G. E. Hubbard"|""|"TLLJTN591232469"|"DTMJZI002075903"|""
"cho_siax_1935_0001_000_0000"|"1"|"1"|"Part III World Economic Affairs"|"Front Matter"|"H. V. Hodson"|""|"WOFLSA973172537"|"DTMJZI002075903"|""
"cho_siax_1935_0001_000_0000"|"3"|"3"|"Front Matter"|"Prefatory Note"|""|"Arnold J. Toynbee"|"QNADZT909640465"|"QNADZT909640465"|""
"cho_siax_1935_0001_000_0000"|"4"|"4"|"Prefatory Note"|"Contents"|"Arnold J. Toynbee"|""|"NZEPYT105727378"|"NZEPYT105727378"|""
"cho_siax_1935_0001_000_0000"|"13"|"13"|"(b) The Antecedents of Monsieur Laval's Journey to Rome"|"Part II The Far East"|""|"G. E. Hubbard"|"TPIURC231579567"|"TPIURC231579567"|""
"cho_siax_1935_0001_000_0000"|"20"|"20"|"(d) The Visits of British Ministers to Berlin, Moscow, Warsaw and Prague (25th March-4th April, 1935)"|"Part III World Economic Affairs"|""|"H. V. Hodson"|"ZNUVVR661388794"|"ZNUVVR661388794"|""
"cho_siax_1935_0002_000_0000"|"1"|"1"|"(xii) The Economic Aspects of the Italo-Abyssinian Conflict"|"Front Matter"|"H. V. Hodson"|""|"CGDIYV840316656"|"JBEFHS244625348"|""
"cho_siax_1935_0002_000_0000"|"3"|"3"|"Front Matter"|"Preface"|""|"Arnold J. Toynbee"|"GCZYAB672903993"|"GCZYAB672903993"|""
"cho_siax_1935_0002_000_0000"|"4"|"4"|"Preface"|"Contents"|"Arnold J. Toynbee"|""|"JJRNVM358185226"|"JJRNVM358185226"|""
"cho_siax_1935_0002_000_0000"|"16"|"16"|"(i) The Attitude of the Holy See"|"(xii) The Economic Aspects of the Italo-Abyssinian Conflict"|""|"H. V. Hodson"|"SRSXHM922023800"|"SRSXHM922023800"|""
"cho_siax_1935_0002_000_0000"|"17"|"17"|"(j) The Reaction of the Coloured Peoples"|"(xiii) The Reactions in the Sanction-taking Countries to the Italian Military Victory in Africa"|""|"Cecil"|"MOJXXQ290098871"|"MOJXXQ290098871"|""
"cho_siax_1936_0000_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"Arnold J. Toynbee"|""|"YWTTDU741425437"|"CKNTJI756471703"|""
"cho_siax_1936_0000_000_0000"|"3"|"3"|"(c) Preliminary Conversations (June-December 1934) and the Japanese Denunciation of the Washington Treaty"|"Preface"|""|"Arnold J. Toynbee"|"KBKJAB840282676"|"KBKJAB840282676"|""
"cho_siax_1936_0000_000_0000"|"4"|"4"|"Part II World Economic Affairs"|"Contents"|"H. V. Hodson"|""|"MJWCZX981146241"|"MJWCZX981146241"|""
"cho_siax_1936_0000_000_0000"|"9"|"9"|"(h) The Consequences of Devaluation"|"Part II World Economic Affairs"|""|"H. V. Hodson"|"EPWZXB557182503"|"EPWZXB557182503"|""
"cho_siax_1936_0000_000_0000"|"21"|"21"|"(e) The Meeting of the League Council in London (14th-24th March, 1936)"|"(i) The Montreux Convention Regarding the Régime of the Black Sea Straits (20th July, 1936)"|""|"D. A. Routh"|"OUVNRZ754319326"|"OUVNRZ754319326"|""
"cho_siax_1936_0000_000_0000"|"25"|"25"|"(i) The Policy of the New French Government and the Three-Power Meeting in London on the 23rd July, 1936"|"(ii) The Administration of the British Mandate for Palestine, 1935-6"|""|"H. Beeley"|"VQBPAI494276383"|"VQBPAI494276383"|""
"cho_siax_1936_0000_000_0000"|"30"|"30"|"(iv) South-Eastern Europe"|"Part VI The American Continent"|""|"Katharine Duff"|"TZQOQF716320941"|"TZQOQF716320941"|""
"cho_siax_1936_0000_000_0000"|"34"|"34"|"(d) Germany's Economic Drang Nach Südosten"|"Part VII The Far East"|""|"G. E. Hubbard"|"NQXDKU607173268"|"NQXDKU607173268"|""
"cho_siax_1936_0000_000_0000"|"39"|"39"|"(i) The Montreux Convention Regarding the Régime of the Black Sea Straits (20th July, 1936)"|"(v) Relations between China and Japan"|"D. A. Routh"|""|"ZKXKLP417206697"|"ZKXKLP417206697"|""
"cho_siax_1937_0000_000_0000"|"1"|"1"|"(ii) The Administration of the British Mandate for Palestine, 1937"|"Front Matter"|"H. Beeley"|""|"KPEPTQ892761674"|"TRUOYL202037817"|""
"cho_siax_1937_0000_000_0000"|"1"|"1"|"(iii) The Montreux Convention regarding the Abolition of the Capitulations in Egypt, and the Admission of Egypt to Membership of the League of Nations"|"Front Matter"|"H. Beeley"|""|"YXTEWI948957746"|"TRUOYL202037817"|""
"cho_siax_1937_0000_000_0000"|"1"|"1"|"(iv) Poland and her Neighbours"|"Front Matter"|"C. A. MacArtney"|""|"TFYNHJ558659311"|"TRUOYL202037817"|""
"cho_siax_1937_0000_000_0000"|"1"|"1"|"(v) The Danubian Countries"|"Front Matter"|"C. A. MacArtney"|""|"FEZMZH272627982"|"TRUOYL202037817"|""
"cho_siax_1937_0000_000_0000"|"1"|"1"|"(vi) German Economic Policy in South-Eastern Europe"|"Front Matter"|"Allan G. B. Fisher"|""|"VWTNFT993029984"|"TRUOYL202037817"|""
"cho_siax_1937_0000_000_0000"|"7"|"7"|"(a) The Crisis of the League of Nations"|"Part II World Economic Affairs"|""|"Allan G. B. Fisher"|"IMIXQJ259052713"|"IMIXQJ259052713"|""
"cho_siax_1937_0000_000_0000"|"10"|"10"|"(d) The Hesitancy of Great Britain and France"|"Part III The Far East"|""|"G. E. Hubbard"|"EPSEEY321239973"|"EPSEEY321239973"|""
"cho_siax_1937_0000_000_0000"|"14"|"14"|"Part II World Economic Affairs"|"(iv) World Reactions to the Breach of Peace in the Far East"|"Allan G. B. Fisher"|""|"KRXHOV375926542"|"KRXHOV375926542"|""
"cho_siax_1937_0000_000_0000"|"20"|"20"|"(e) Economic Appeasement and the Totalitarian States"|"(iv) Poland and her Neighbours"|""|"C. A. MacArtney"|"ADYDLU384550672"|"ADYDLU384550672"|""
"cho_siax_1937_0000_000_0000"|"21"|"21"|"(f) The Van Zeeland Report"|"(v) The Danubian Countries"|""|"C. A. MacArtney"|"YPHIIR639166423"|"YPHIIR639166423"|""
"cho_siax_1937_0000_000_0000"|"22"|"22"|"(g) The Oslo Convention of July 1937"|"(vi) German Economic Policy in South-Eastern Europe"|""|"Allan G. B. Fisher"|"CJOLSC545607108"|"CJOLSC545607108"|""
"cho_siax_1937_0000_000_0000"|"26"|"26"|"(a) Flexible and Floating Francs"|"(ii) The Administration of the British Mandate for Palestine, 1937"|""|"H. Beeley"|"ZIURME401938126"|"ZIURME401938126"|""
"cho_siax_1937_0000_000_0000"|"27"|"27"|"(b) A Quasi-Gold Standard"|"(iii) The Montreux Convention regarding the Abolition of the Capitulations in Egypt, and the Admission of Egypt to Membership of the League of Nations"|""|"H. Beeley"|"WFWFZI229595177"|"WFWFZI229595177"|""
"cho_siax_1937_0000_000_0000"|"28"|"28"|"Part III The Far East"|"Appendix"|"G. E. Hubbard"|""|"IAADHF761239137"|"IAADHF761239137"|""
"cho_siax_1938_0000_000_0000"|"1"|"1"|"Part IV The Mediterranean"|"Front Matter"|"H. Beeley"|""|"PGLWVU468352833"|"NWWLQE944459626"|""
"cho_siax_1938_0000_000_0000"|"1"|"1"|"Part VI The American Continent"|"Front Matter"|"D. Mitrany"|""|"SEHBLX312453376"|"NWWLQE944459626"|""
"cho_siax_1938_0000_000_0000"|"1"|"1"|"Part V The Far East"|"Front Matter"|"G. E. Hubbard"|""|"KRPXSD430703722"|"NWWLQE944459626"|""
"cho_siax_1938_0000_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"Arnold J. Toynbee"|""|"ETHFWY349024322"|"NWWLQE944459626"|""
"cho_siax_1938_0000_000_0000"|"1"|"1"|"Part I World Economic Affairs"|"Front Matter"|"Allan G. B. Fisher"|""|"OARUFJ958596780"|"NWWLQE944459626"|""
"cho_siax_1938_0000_000_0000"|"3"|"3"|"(b) German Trade Policy in South-Eastern Europe"|"Preface"|""|"Arnold J. Toynbee"|"APWGFB659516272"|"APWGFB659516272"|""
"cho_siax_1938_0000_000_0000"|"5"|"5"|"(f) Economic Trends in Germany"|"Part I World Economic Affairs"|""|"Allan G. B. Fisher"|"WQPKOB093224991"|"WQPKOB093224991"|""
"cho_siax_1938_0000_000_0000"|"15"|"15"|"Part II Europe"|"(i) The Course of the War in Spain"|""|"Katharine Duff"|"LVOTDF938623714"|"LVOTDF938623714"|""
"cho_siax_1938_0000_000_0000"|"20"|"20"|"(d) The Question of the De Jure Recognition of Italian Sovereignty over Abyssinia, and the Action Taken on this Point at the Meeting of the Council of the League of Nations on the 9th-14th May, 1938"|"Part IV The Mediterranean"|""|"H. Beeley"|"TGAZHD146987653"|"TGAZHD146987653"|""
"cho_siax_1938_0000_000_0000"|"23"|"23"|"(h) The Visit of British Ministers to Rome on the 11th-14th January, 1939"|"Part V The Far East"|""|"G. E. Hubbard"|"RTUYYQ818433292"|"RTUYYQ818433292"|""
"cho_siax_1938_0000_000_0000"|"29"|"29"|"(2) The Plebiscite and General Election for the Reichstag on the 10th April, 1938"|"Part VI The American Continent"|""|"D. Mitrany"|"KFSGWA080203582"|"KFSGWA080203582"|""
"cho_siax_1938_0000_000_0000"|"34"|"34"|"(i) The Course of the War in Spain"|"Back Matter"|"Katharine Duff"|""|"XYFKJU574632460"|"XYFKJU574632460"|""
"cho_siax_1938_0002_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"Arnold J. Toynbee"|""|"FDBWUT484557862"|"CQPBQR453703341"|""
"cho_siax_1938_0002_000_0000"|"3"|"3"|"(b) Dealings with the Czechoslovak Government"|"Preface"|"Arnold J. Toynbee"|"Arnold J. Toynbee"|"GLYGHS027571775"|"GLYGHS027571775"|""
"cho_siax_1938_0002_000_0000"|"7"|"7"|"(v) Shaping of Anglo-French Policy towards Czechoslovakia"|"Introduction"|""|"Arnold J. Toynbee"|"NAYOUL952408963"|"NAYOUL952408963"|""
"cho_siax_1938_0003_000_0000"|"1"|"1"|"Part IV The Balkan States in 1938"|"Front Matter"|"George Kirk"|""|"NGFKUU070213965"|"IMQBXX263815485"|""
"cho_siax_1938_0003_000_0000"|"1"|"1"|"Part I The Crisis over Czechoslovakia, October 1938 to 15 March 1939"|"Front Matter"|"R. G. D. Laffan"|""|"NNGSGB100452013"|"IMQBXX263815485"|""
"cho_siax_1938_0003_000_0000"|"1"|"1"|"Part V The Rearmament of Great Britain, France, and Germany down to the Munich Agreement of 30 September 1938"|"Front Matter"|"Viscount Chilston"|""|"LKHMBU550227943"|"IMQBXX263815485"|""
"cho_siax_1938_0003_000_0000"|"1"|"1"|"Preface"|"Front Matter"|"Veronica M. Toynbee"|""|"VJXNUI969106392"|"IMQBXX263815485"|""
"cho_siax_1938_0003_000_0000"|"3"|"3"|"(b) The Occupation and Evacuation of the Five Zones"|"Preface"|""|"Veronica M. Toynbee"|"UJPDZF076497828"|"UJPDZF076497828"|""
"cho_siax_1938_0003_000_0000"|"7"|"7"|"(c) The Efforts of the British and French Governments to Promote an Economic Rapprochement with Germany"|"Part I The Crisis over Czechoslovakia, October 1938 to 15 March 1939"|""|"R. G. D. Laffan / V. M. Toynbee"|"GDHNSU342945665"|"GDHNSU342945665"|""
"cho_siax_1938_0003_000_0000"|"20"|"20"|"(f) The German-Slovak Treaty of 23 March 1939 and the Delimitation of the Hungarian-Slovak Frontier"|"Part II North-Eastern Europe"|""|"V. M. Toynbee"|"ZZGIOO215197292"|"ZZGIOO215197292"|""
"cho_siax_1938_0003_000_0000"|"24"|"24"|"Part II North-Eastern Europe"|"Part III The U.S.S.R."|"V. M. Toynbee"|"F. Ashton-Gwatkin"|"CFWVXA014098323"|"CFWVXA014098323"|""
