PSMID|Fulltitle|Article Sequence|Title|CHO Pub Type|Aucomposed|Prefix|First|Middle|Last|Suffix|Atlas Hub UID|PNA Notes
cho_book_1963_higgins_000_0000||26|The Context of 'Domestic Jurisdiction' Situations|Books||||||||
cho_book_1963_higgins_000_0000||27|The Basic Policy to Be Applied to Domestic Jurisdiction Questions|Books||||||||
cho_book_1963_higgins_000_0000||28|2. Claims Made against the Jurisdiction of the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||29|A. Claims Relating to the Concept of Domestic Jurisdiction in General International Law|Books||||||||
cho_book_1963_higgins_000_0000||30|A. That there are certain fixed topics always within the domestic jurisdiction|Books||||||||
cho_book_1963_higgins_000_0000||31|B. That all topics about which no formal international obligations exist automatically fall within the domestic jurisdiction of a state|Books||||||||
cho_book_1963_higgins_000_0000||32|B. Claims Relating Specifically to Article 2 (7)|Books||||||||
cho_book_1963_higgins_000_0000||33|A. That Article 2(7) is an overriding provision, to which all Charter articles are subject, save for the express exception contained therein|Books||||||||
cho_book_1963_higgins_000_0000||34|B. That all states have the right to decide whether a specific topic falls within their domestic jurisdiction|Books||||||||
cho_book_1963_higgins_000_0000||35|C. That certain defined actions constitute an 'intervention'|Books||||||||
cho_book_1963_higgins_000_0000||36|D. That the question whether or not a topic is a matter of domestic jurisdiction is an 'important' or 'substantive' question|Books||||||||
cho_book_1963_higgins_000_0000||37|E. That the term 'essentially' means 'by and large', thus differing from the term 'solely'|Books||||||||
cho_book_1963_higgins_000_0000||38|3. Claims in Support of the Jurisdiction of the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||39|A. Claims Relating to the Concept of Domestic Jurisdiction in General International Law|Books||||||||
cho_book_1963_higgins_000_0000||40|A. That emphasis must be placed on the developing and relative nature of the principle of domestic jurisdiction|Books||||||||
cho_book_1963_higgins_000_0000||41|B. That jurisdiction may be assumed on the grounds of 'international concern'|Books||||||||
cho_book_1963_higgins_000_0000||42|B. Claims Relating to Article 2 (7)|Books||||||||
cho_book_1963_higgins_000_0000||43|A. That 'intervention' can only occur where the resolution concerning a matter of domestic jurisdiction is addressed to a particular state|Books||||||||
cho_book_1963_higgins_000_0000||44|B. That the United Nations may always act where treaty rights and duties are involved|Books||||||||
cho_book_1963_higgins_000_0000||45|C. That the Security Council is not bound by the reservation in Article 2 (7) when it is acting under Chapter VII|Books||||||||
cho_book_1963_higgins_000_0000||46|D. That the United Nations may always act where a question of self-determination is involved|Books||||||||
cho_book_1963_higgins_000_0000||47|E. That a reservation of domestic jurisdiction is inapplicable where United Nations action is occurring within a country at its own request|Books||||||||
cho_book_1963_higgins_000_0000||48|F. That the General Assembly has authority to determine the territories to which Chapter XI of the Charter applies|Books||||||||
cho_book_1963_higgins_000_0000||49|G. That the United Nations is entitled to request political information on Non-Self-Governing Territories under Article 73 (e)|Books||||||||
cho_book_1963_higgins_000_0000||50|H. That the Economic and Social Council has authority to convene conferences of Representatives of Non-Self-Governing Territories|Books||||||||
cho_book_1963_higgins_000_0000||51|J. That the General Assembly may assume jurisdiction where human rights are involved|Books||||||||
cho_book_1963_higgins_000_0000||52|Part III Recognition, Representation, and Credentials in United Nations Practice|Books||||||||
cho_book_1963_higgins_000_0000||53|Introduction|Books||||||||
cho_book_1963_higgins_000_0000||54|Situations in Which Problems of Credentials, Representation, and Recognition Arise|Books||||||||
cho_book_1963_higgins_000_0000||55|Basic Policy to Be Applied|Books||||||||
cho_book_1963_higgins_000_0000||56|2. Claims concerning Recognition and Representation|Books||||||||
cho_book_1963_higgins_000_0000||57|A. Claim that Recognition is Declaratory, and Not Constitutive|Books||||||||
cho_book_1963_higgins_000_0000||58|B. Claim that There is a Legal Duty of Recognition|Books||||||||
cho_book_1963_higgins_000_0000||59|C. Claim that Recognition of Governments May Be Implied as well as Expressed|Books||||||||
cho_book_1963_higgins_000_0000||60|D. Claim that Recognition May Be given De Jure or De Facto|Books||||||||
cho_book_1963_higgins_000_0000||61|E. Claim that the Criteria Relevant to Recognition are Not Necessarily Relevant to Representation in the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||62|F. Claim that Questions of Representation are Substantive, and Not Procedural|Books||||||||
cho_book_1963_higgins_000_0000||63|3. Trend of Decision|Books||||||||
cho_book_1963_higgins_000_0000||64|A. The question of the representation of China|Books||||||||
cho_book_1963_higgins_000_0000||65|B. Hungarian credentials after 1956|Books||||||||
cho_book_1963_higgins_000_0000||66|C. The representation of Iraq, 1958|Books||||||||
cho_book_1963_higgins_000_0000||67|D. The representation of the Yemen, 1962|Books||||||||
cho_book_1963_higgins_000_0000||68|E. The representation of the Congo (Leopoldville)|Books||||||||
cho_book_1963_higgins_000_0000||69|4. Conclusions|Books||||||||
cho_book_1963_higgins_000_0000||70|Part IV The Legal Limits to the Use of Force: United Nations Practice|Books||||||||
cho_book_1963_higgins_000_0000||71|1. The Use of Force by Sovereign States|Books||||||||
cho_book_1963_higgins_000_0000||72|A. Introduction|Books||||||||
cho_book_1963_higgins_000_0000||73|B. Claims that the Use of Force is Illegal|Books||||||||
cho_book_1963_higgins_000_0000||74|A. That there has been a use of force|Books||||||||
cho_book_1963_higgins_000_0000||75|B. Claim that the other state has initiated the coercion|Books||||||||
cho_book_1963_higgins_000_0000||76|C. Claim that an illegal degree of force has been used|Books||||||||
cho_book_1963_higgins_000_0000||77|D. Claim that the use of force is aimed at securing illegal objectives|Books||||||||
cho_book_1963_higgins_000_0000||78|E. Claim that coercion has occurred by illegal methods|Books||||||||
cho_book_1963_higgins_000_0000||79|F. Claim that procedures made available by the international community for peaceful change or redress of grievances have been refused|Books||||||||
cho_book_1963_higgins_000_0000||80|C. Claims that the Use of Force is Legal|Books||||||||
cho_book_1963_higgins_000_0000||81|A. That force is being used in self-defence|Books||||||||
cho_book_1963_higgins_000_0000||82|B. Claim that force is being used under an invitation|Books||||||||
cho_book_1963_higgins_000_0000||83|C. Claim that force is being used under belligerent rights|Books||||||||
cho_book_1963_higgins_000_0000||84|D. Claim that force is being used in self-help|Books||||||||
cho_book_1963_higgins_000_0000||85|E. Claim that force is being used in reprisal or retaliation|Books||||||||
cho_book_1963_higgins_000_0000||86|F. Claim that force is being used to protect vital interests|Books||||||||
cho_book_1963_higgins_000_0000||87|G. Claim that force is being used in the protection of a state's nationals|Books||||||||
cho_book_1963_higgins_000_0000||88|H. Claim that force is not an infringement of Article 2 (4)|Books||||||||
cho_book_1963_higgins_000_0000||89|2. The Use of Force by the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||90|A. Claims by the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||91|A. Claim that there has been an impermissible use of force necessitating a community response|Books||||||||
cho_book_1963_higgins_000_0000||92|B. Claims that the international community is entitled to use force even though not carrying out enforcement action|Books||||||||
cho_book_1963_higgins_000_0000||93|B. Claims by the State or States against Which the Community Response is Directed|Books||||||||
cho_book_1963_higgins_000_0000||94|A. Claims that there has been no illegal use of force entitling a community response|Books||||||||
cho_book_1963_higgins_000_0000||95|B. Claims that the response is illegal|Books||||||||
cho_book_1963_higgins_000_0000||96|3. Conclusion|Books||||||||
cho_book_1963_higgins_000_0000||97|Part V The Law of Treaties: United Nations Practice|Books||||||||
cho_book_1963_higgins_000_0000||98|1. Claims concerning United Nations Competence to Make Treaties|Books||||||||
cho_book_1963_higgins_000_0000||99|A. That the Organization Has Legal Capacity to Conclude Treaties|Books||||||||
cho_book_1963_higgins_000_0000||100|B. Claim that Certain Organs of the United Nations May Contract on its Behalf|Books||||||||
cho_book_1963_higgins_000_0000||101|C. Claim that Certain Officials May Contract on behalf of United Nations Organs|Books||||||||
cho_book_1963_higgins_000_0000||102|2. Claims concerning the Formalities of Commitment|Books||||||||
cho_book_1963_higgins_000_0000||103|A. Claims that Treaties Must Be Made in a Certain Form|Books||||||||
cho_book_1963_higgins_000_0000||104|B. Claims that Evidence of Competence is to Be Shown|Books||||||||
cho_book_1963_higgins_000_0000||105|C. Claims concerning the Expression of Commitment|Books||||||||
cho_book_1963_higgins_000_0000||106|A. Acceptance|Books||||||||
cho_book_1963_higgins_000_0000||107|B. Ratification|Books||||||||
cho_book_1963_higgins_000_0000||108|C. Entry into force|Books||||||||
cho_book_1963_higgins_000_0000||109|D. Accession|Books||||||||
cho_book_1963_higgins_000_0000||110|E. Deposit|Books||||||||
cho_book_1963_higgins_000_0000||111|3. Claims concerning the Substantive Requisites for Commitment|Books||||||||
cho_book_1963_higgins_000_0000||112|A. Claims that the Treaty Must Be Consistent with Basic International Objectives|Books||||||||
cho_book_1963_higgins_000_0000||113|A. Claims that the treaty must not conflict with a prior commitment|Books||||||||
cho_book_1963_higgins_000_0000||114|B. Claim that the object of the treaty must be legal|Books||||||||
cho_book_1963_higgins_000_0000||115|C. Claim that the treaty shall not be entered into through duress, fraud, or mutual error|Books||||||||
cho_book_1963_higgins_000_0000||116|D. Claim that the treaty must be constitutional|Books||||||||
cho_book_1963_higgins_000_0000||117|B. Claims concerning the Identification of the Parties|Books||||||||
cho_book_1963_higgins_000_0000||118|C. Claim that the Treaty Must Contain an International Legal Obligation|Books||||||||
cho_book_1963_higgins_000_0000||119|D. Claims concerning the Necessity for Judicial Settlement|Books||||||||
cho_book_1963_higgins_000_0000||120|E. Claim that There Must Exist a Consensus Ad Idem|Books||||||||
cho_book_1963_higgins_000_0000||121|4. Claims concerning the Interpretation of International Agreements|Books||||||||
cho_book_1963_higgins_000_0000||122|A. Claims concerning the Appropriate Authority to Interpret Treaties|Books||||||||
cho_book_1963_higgins_000_0000||123|B. Claims concerning the Process of Interpretation|Books||||||||
cho_book_1963_higgins_000_0000||124|5. Claims concerning the Application of Agreed Policies|Books||||||||
cho_book_1963_higgins_000_0000||125|A. Claim that Commitment under a Treaty May Extend beyond the National Boundaries of a Party|Books||||||||
cho_book_1963_higgins_000_0000||126|B. Claim that Agreed Policies are to Be Applied Internally|Books||||||||
cho_book_1963_higgins_000_0000||127|C. Claim that Agreed Policies May in Some Circumstances Be Applied to States Not Parties|Books||||||||
cho_book_1963_higgins_000_0000||128|D. Claim that Obligations and Duties under a Treaty May Be Passed on to a Non-Signatory|Books||||||||
cho_book_1963_higgins_000_0000||129|A. The voluntary passing of treaty obligations|Books||||||||
cho_book_1963_higgins_000_0000||130|B. The involuntary passing of treaty obligations|Books||||||||
cho_book_1963_higgins_000_0000||131|E. Claim that the United Nations Has a Special Locus Standi in Respect of the Application of Treaties|Books||||||||
cho_book_1963_higgins_000_0000||132|A. General|Books||||||||
cho_book_1963_higgins_000_0000||133|B. Special tasks entrusted to the Organization under international treaties|Books||||||||
cho_book_1963_higgins_000_0000||134|C. Treaty registration and the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||135|6. Claims concerning the Revision, Suspension and Termination of Treaties|Books||||||||
cho_book_1963_higgins_000_0000||136|A. Claim that a Treaty May Be Revised by Mutual Consent|Books||||||||
cho_book_1963_higgins_000_0000||137|A. In accordance with the terms of the agreement|Books||||||||
cho_book_1963_higgins_000_0000||138|B. By new agreement|Books||||||||
cho_book_1963_higgins_000_0000||139|C. By approving or interpretive action of the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||140|B. Claim that a Treaty May Be Terminated due to Changed Conditions|Books||||||||
cho_book_1963_higgins_000_0000||141|Appendix Charter of the United Nations and Statute of the International Court of Justice|Books||||||||
cho_book_1963_higgins_000_0000||142|Bibliography|Books||||||||
cho_book_1963_higgins_000_0000||143|Index|Books||||||||
cho_book_1963_higgins_000_0000||144|Back Matter|Books||||||||
cho_book_1964_haseeb_000_0000||1|Front Matter|Books||||||||
cho_book_1964_haseeb_000_0000||2|Front Matter|Books||||||||
cho_book_1964_haseeb_000_0000||3|Front Matter|Books||||||||
cho_book_1964_haseeb_000_0000||6|Contents|Books||||||||
cho_book_1964_haseeb_000_0000||7|Abbreviations|Books||||||||
cho_book_1964_haseeb_000_0000||8|Note on Iraqi Sources|Books||||||||
cho_book_1964_haseeb_000_0000||9|Introduction|Books||||||||
cho_book_1964_haseeb_000_0000||10|I The General Approach|Books||||||||
cho_book_1964_haseeb_000_0000||11|Definition of National Income|Books||||||||
cho_book_1964_haseeb_000_0000||12|Choice of Method of Estimating National Income|Books||||||||
cho_book_1964_haseeb_000_0000||13|Approach to Some Theoretical and Practical Problems|Books||||||||
cho_book_1964_haseeb_000_0000||14|2 Summary of the Results|Books||||||||
cho_book_1964_haseeb_000_0000||15|National Income (Net National Product at Factor Cost), 1953-61|Books||||||||
cho_book_1964_haseeb_000_0000||16|Per-Capita National Income, 1953-61|Books||||||||
cho_book_1964_haseeb_000_0000||17|Details of Net National Product at Factor Cost|Books||||||||
cho_book_1964_haseeb_000_0000||18|GDP and GNP at Factor Cost|Books||||||||
cho_book_1964_haseeb_000_0000||19|National Income by Factor Incomes|Books||||||||
cho_book_1964_haseeb_000_0000||20|Contribution of the Private and Public Sectors|Books||||||||
cho_book_1964_haseeb_000_0000||21|Subsistence National Income|Books||||||||
cho_book_1964_haseeb_000_0000||22|Regional (Provincial) Distribution of the National Income in 1956|Books||||||||
cho_book_1964_haseeb_000_0000||23|Reliability of the Estimates|Books||||||||
cho_book_1964_haseeb_000_0000||24|Comparison with Other Estimates|Books||||||||
cho_book_1964_haseeb_000_0000||25|3 Agriculture, I: Field Crops, Vegetables, Fruit and Dates|Books||||||||
cho_book_1964_haseeb_000_0000||26|Field Crops|Books||||||||
cho_book_1964_haseeb_000_0000||27|The Ministry of Agriculture Annual Returns|Books||||||||
cho_book_1964_haseeb_000_0000||28|The Agricultural Census of 1952-3|Books||||||||
cho_book_1964_haseeb_000_0000||29|The Agricultural Census of 1958-9|Books||||||||
cho_book_1964_haseeb_000_0000||30|Physical Output|Books||||||||
cho_book_1964_haseeb_000_0000||31|Valuation of Physical Output|Books||||||||
cho_book_1964_haseeb_000_0000||32|Costs of Production (Inputs)|Books||||||||
cho_book_1964_haseeb_000_0000||33|Subsistence Value Added of Field Crops|Books||||||||
cho_book_1964_haseeb_000_0000||34|Vegetables|Books||||||||
cho_book_1964_haseeb_000_0000||35|Gross Output|Books||||||||
cho_book_1964_haseeb_000_0000||36|Inputs|Books||||||||
cho_book_1964_haseeb_000_0000||37|Subsistence Output|Books||||||||
cho_book_1964_haseeb_000_0000||38|Fruit and Dates|Books||||||||
cho_book_1964_haseeb_000_0000||39|Fruit|Books||||||||
cho_book_1964_haseeb_000_0000||40|Dates|Books||||||||
cho_book_1964_haseeb_000_0000||41|Subsistence Output|Books||||||||
cho_book_1964_haseeb_000_0000||42|4 Agriculture, II: Livestock, Forestry, and Fishing|Books||||||||
cho_book_1964_haseeb_000_0000||43|Livestock Population|Books||||||||
cho_book_1964_haseeb_000_0000||44|Meat, Hides, Skins, etc|Books||||||||
cho_book_1964_haseeb_000_0000||45|Milk and Milk Products|Books||||||||
cho_book_1964_haseeb_000_0000||46|Wool and Hair|Books||||||||
cho_book_1964_haseeb_000_0000||47|Dung for Fuel|Books||||||||
cho_book_1964_haseeb_000_0000||48|Poultry: Meat and Eggs|Books||||||||
cho_book_1964_haseeb_000_0000||49|Honey|Books||||||||
cho_book_1964_haseeb_000_0000||50|Net Exports of Livestock|Books||||||||
cho_book_1964_haseeb_000_0000||51|Increment to Stock|Books||||||||
